id_site,nom,region,ville_commune,type_activite,sous_types_tags,latitude,longitude,adresse_ou_description_localisation,difficulte,duree_typique_visite,prix_approximatif_ar,prix_approximatif_eur,saison_recommandee,note_moyenne,nombre_avis,source_note,lien_page,description_courte,acces_transport,contraintes,cluster
75,Betafo & rizières en terrasses,Betafo,Betafo,Géologie et paysages,village thermal;rizières;paysages,-19.8333,46.85,Village thermal de Betafo,Facile,2.5,0,0.0,Avril à décembre,4.3,0,tripadvisor,,Village thermal et magnifiques rizières en escalier,Taxi-brousse depuis Antsirabe,Accès facile,2
76,Pousse-pousse décoré,Antsirabe,Antsirabe,Culture et histoire,transport;tradition;couleurs,-19.8667,47.0333,Dans les rues d'Antsirabe,Facile,1.0,5000,0.9,Toute l'année,4.4,0,tripadvisor,,Balade en pousse-pousse coloré dans Antsirabe,Pousse-pousse,Négociation du prix,2
77,Ateliers d'artisanat d'Antsirabe,Antsirabe,Antsirabe,Artisanat et marchés,artisanat;broderie;corne;bois,-19.8667,47.0333,Centre-ville d'Antsirabe,Facile,1.5,0,0.0,Toute l'année,4.3,0,tripadvisor,,Visite d'ateliers de broderie corne et bois,Taxi ou marche,Achats souvenirs,2
78,Réserve de Berenty,Amboasary Sud,Amboasary Sud,Observation animalière,réserve;lémuriens;forêt épineuse,-25.0,46.3,Réserve privée du sud,Facile,8.0,30000,5.4,Mai à octobre,4.8,0,tripadvisor,https://www.tripadvisor.com/Attraction_Review-g1584026-d32873399-Reviews-Reserve_De_Berenty-Tolanaro_Toliara_Province.html,Réserve privée célèbre pour ses lémuriens et forêt épineuse,4x4 depuis Fort-Dauphin,Hébergement sur place,3
79,Parc national de Kirindy Mitea,Morondava,Morondava,Nature et parcs nationaux,parc côtier;forêt sèche;littoral,-20.8333,44.1667,Parc national côte ouest,Moyenne,8.0,20000,3.6,Avril à octobre,4.5,0,tripadvisor,,Parc côtier combinant forêt sèche et littoral,4x4 depuis Morondava,Accès difficile,1
80,Forêt de Mikea,Toliara II,Toliara,Nature et parcs nationaux,forêt sèche;peuple Mikea;biodiversité,-22.5,43.5,Forêt du sud-ouest,Expert,8.0,25000,4.5,Avril à octobre,4.4,0,tripadvisor,,Forêt sèche abritant le peuple Mikea et biodiversité unique,4x4 puis guide,Expédition,1
81,Baie de Baly,Soalala,Soalala,Nature et parcs nationaux,baie;mangrove;tortues,-16.05,45.2667,Baie de l'ouest,Moyenne,8.0,20000,3.6,Juin à septembre,4.6,0,tripadvisor,https://www.tripadvisor.com/Attraction_Review-g20261085-d20258836-Reviews-Baie_De_Baly_National_Park-Soalala_Mahajanga_Province.html,Parc national combinant mangrove forêt sèche et littoral,Bateau puis 4x4,Isolé,3
82,Parc national de Mananara Nord,Mananara Nord,Mananara Nord,Nature et parcs nationaux,forêt humide;UNESCO;biosphère,-16.45,49.7667,Parc nord-est,Expert,8.0,25000,4.5,Mai à octobre,4.5,0,tripadvisor,,Parc de forêt humide et réserve de biosphère UNESCO,Bateau puis guide,Accès maritime,3
83,Réserve de Bora,Antsiranana II,Ambilobe,Nature et parcs nationaux,forêt sèche;lémuriens;réserve,-13.3333,48.8333,Réserve privée près d'Ambilobe,Facile,4.0,15000,2.7,Mai à octobre,4.4,0,tripadvisor,,Réserve privée de forêt sèche et lémuriens,Taxi depuis Ambilobe,Visite guidée,0
84,Lac Kinkony,Marovoay,Marovoay,Observation animalière,lac;ornithologie;oiseaux,-16.15,45.8333,Deuxième plus grand lac de Madagascar,Facile,4.0,18000,3.2,Toute l'année,4.3,0,tripadvisor,,Paradis ornithologique deuxième plus grand lac,Bateau depuis Marovoay,Saison des oiseaux,2
85,Parc national de Sahamalaza,Analalava,Analalava,Nature et parcs nationaux,parc marin;UNESCO;récifs,-14.2667,47.9667,Parc marin nord-ouest,Moyenne,8.0,22000,4.0,Mai à octobre,4.4,0,tripadvisor,,Parc marin et réserve de biosphère UNESCO,Bateau depuis Analalava,Plongée,3
86,Forêt de Tampolo,Toamasina I,Toamasina,Nature et parcs nationaux,forêt littorale;recherche;protection,-17.3667,49.4167,Forêt côtière près de Toamasina,Facile,2.5,12000,2.2,Avril à novembre,4.2,0,tripadvisor,,Forêt littorale protégée et station de recherche,Taxi depuis Toamasina,Visite éducative,2
87,Parc marin de Masoala,Masoala,Masoala,Sports nautiques,parc marin;récifs;plongée,-15.5667,50.2833,Péninsule de Masoala,Expert,8.0,35000,6.3,Juillet à octobre,4.9,0,tripadvisor,,Parc national combinant forêt et récifs coralliens,Bateau depuis Maroantsetra,Plongée exceptionnelle,4
88,Île de Nosy Mangabe,Maroantsetra,Maroantsetra,Nature et parcs nationaux,île;réserve;aye-aye,-15.5,49.7667,Île dans la baie d'Antongil,Moyenne,4.0,15000,2.7,Juin à novembre,4.6,0,tripadvisor,,Île-réserve abritant des espèces uniques dont l'aye-aye,Bateau depuis Maroantsetra,Guide obligatoire,0
89,Parc national de Marojejy,Andapa,Andapa,Nature et parcs nationaux,massif montagneux;forêt primaire;randonnée,-14.4333,49.7333,Massif du nord-est,Expert,,30000,5.4,Juillet à octobre,4.8,0,tripadvisor,,Massif montagneux et forêt primaire intacte,4x4 puis trekking,Trekking difficile,4
90,Réserve de Makira,Antalaha,Antalaha,Nature et parcs nationaux,forêt humide;aire protégée;biodiversité,-15.1333,49.8333,Plus grande aire protégée de forêt humide,Moyenne,8.0,28000,5.0,Mai à octobre,4.7,0,tripadvisor,https://www.tripadvisor.com/Attraction_Review-g298272-d15887406-Reviews-Makira_Natural_Park-Maroantsetra_Toamasina_Province.html,Plus grande aire protégée de forêt humide à Madagascar,Bateau puis 4x4,Expédition,4
91,Parc national de Namoroka (Tsingy),Kandreho,Kandreho,Géologie et paysages,tsingy;parc national;karst,-16.4667,45.3167,Parc national ouest,Moyenne,8.0,25000,4.5,Juin à septembre,4.5,4,tripadvisor,https://www.tripadvisor.com/Attraction_Review-g20261085-d23681701-Reviews-Tsingy_de_Namoroka_National_Park-Soalala_Mahajanga_Province.html,Tsingy moins connus mais tout aussi impressionnants,4x4 depuis Kandreho,Accès difficile,3
92,Parc national de Zombitse-Vohibasia,Sakaraha,Sakaraha,Nature et parcs nationaux,forêt de transition;oiseaux;avifaune,-22.85,44.7,Forêt du sud-ouest,Facile,4.0,15000,2.7,Mai à octobre,4.4,0,tripadvisor,https://www.tripadvisor.com/Attraction_Review-g6033091-d6027814-Reviews-Zombitse_Vohibasia_National_Park-Sakaraha_Toliara_Province.html,Forêt de transition abritant une avifaune exceptionnelle,Taxi depuis Sakaraha,Ornithologie,1
93,Forêt d'Analavelona,Sakaraha,Sakaraha,Nature et parcs nationaux,forêt sacrée;montagne;écosystèmes,-22.6667,44.2,Forêt sacrée du sud-ouest,Moyenne,8.0,18000,3.2,Avril à octobre,4.3,0,tripadvisor,,Forêt sacrée et montagne aux écosystèmes uniques,4x4 puis guide,Site sacré,1
94,Masoala Forest Lodge,Masoala,Masoala,Luxe et hébergement,lodge;écologique;forêt primaire,-15.7167,50.3167,Forêt primaire de Masoala,Moyenne,,80000,14.4,Juillet à octobre,4.9,0,tripadvisor,https://www.tripadvisor.com/Hotel_Review-g3182076-d735882-Reviews-Masoala_Forest_Lodge-Tampolo_Toamasina_Province.html,Lodge écoresponsable au cœur de la forêt primaire,Bateau puis marche,Hébergement luxe,4
95,Masoala Blue Lagoon Expedition,Masoala,Masoala,Aventure et randonnée,expédition;kayak;randonnée,-15.6833,50.2833,Péninsule de Masoala,Difficile,8.0,45000,8.1,Juillet à octobre,4.8,0,tripadvisor,,Expédition en kayak et randonnée dans la péninsule,Bateau depuis Maroantsetra,Exigeant physiquement,4
96,Masoala Lodge luxe,Masoala,Masoala,Luxe et hébergement,lodge;luxe;vue océan,-15.7,50.3,Côte de Masoala,Moyenne,,120000,21.6,Juillet à octobre,4.9,0,tripadvisor,https://www.tripadvisor.com/Hotel_Feature-g298272-d10040775-zft9156-Masoala_Resort.html,Lodge de luxe avec vue sur l'océan et forêt,Bateau depuis Maroantsetra,Hébergement très luxueux,7
97,Miavana (île de luxe),Nosy-Be,Nosy Be,Luxe et hébergement,île privée;luxe;resort,-13.3833,48.6,Île privée près de Nosy Be,Moyenne,,200000,36.0,Mai à octobre,5.0,0,tripadvisor,,Resort de luxe sur une île privée paradisiaque,Hélicoptère depuis Nosy Be,Très exclusif,7
98,Île de Nosy Valiha,Nosy Valiha,Nosy Valiha,Écotourisme,île;écotourisme;plages préservées,-13.4,48.5,Nouvelle île écotouristique,Facile,4.0,25000,4.5,Mai à octobre,4.6,0,tripadvisor,,Nouvelle île écotouristique aux plages préservées,Bateau depuis Nosy Be,En développement,0
99,Nouvelles sources thermales d'Antsirabe Nord,Antsirabe Nord,Antsirabe,Thermalisme et bien-être,sources thermales;nouveau;bien-être,-19.8,47.1,Nouvelles sources près d'Antsirabe,Facile,2.5,12000,2.2,Avril à novembre,4.4,0,tripadvisor,,Sources thermales récemment aménagées,Taxi depuis Antsirabe,Installations modernes,2
100,Nouvelle zone du parc Ranomafana Est,Ranomafana Est,Ranomafana,Nature et parcs nationaux,extension parc;forêt primaire;biodiversité,-21.25,47.45,Extension du parc Ranomafana,Moyenne,8.0,22000,4.0,Avril à novembre,4.5,0,tripadvisor,,Extension récente du parc national,Taxi-brousse puis guide,Nouveaux sentiers,3
101,Nouveaux Tsingy du Sud,Tsingy Sud,Antsalova,Géologie et paysages,tsingy;karst;nouveau,-18.9,45.05,Nouvelles formations du sud,Difficile,8.0,28000,5.0,Juin à septembre,4.7,0,tripadvisor,,Formations karstiques récemment ouvertes au public,4x4 puis guide,Très récent,3
102,Station thermale moderne d'Antsirabe Nord,Antsirabe Nord,Antsirabe,Thermalisme et bien-être,station thermale;wellness;moderne,-19.8167,47.1167,Nouveau complexe près d'Antsirabe,Facile,4.0,20000,3.6,Avril à novembre,4.6,0,tripadvisor,,Nouveau complexe thermal avec wellness center,Taxi depuis Antsirabe,Confort moderne,3
103,Forêt primaire additionnelle de Ranomafana Est,Ranomafana Est,Ranomafana,Nature et parcs nationaux,forêt primaire;extension;biodiversité,-21.2667,47.4667,Nouvelle zone de forêt protégée,Moyenne,3.5,18000,3.2,Avril à novembre,4.4,0,tripadvisor,,Nouvelle zone de forêt primaire protégée,Taxi-brousse puis marche,Peu fréquenté,3
104,Artisanat du bois de rose d'Ambositra,Ambositra,Ambositra,Artisanat et marchés,bois de rose;marqueterie;artisanat,-20.5303,47.2433,Ateliers d'Ambositra,Facile,1.5,0,0.0,Toute l'année,4.5,0,tripadvisor,,Ateliers de marqueterie réputés mondialement,Taxi ou marche,Achats qualité,2
105,Forêt Zafimaniry UNESCO,Fandriana,Fandriana,Sites UNESCO,forêt;UNESCO;artisanat,-20.2333,47.3833,Forêt classée UNESCO,Moyenne,4.0,15000,2.7,Mai à octobre,4.6,0,tripadvisor,,Forêt et villages classés au patrimoine UNESCO,4x4 depuis Ambositra,Patrimoine vivant,3
106,Architecture Zafimaniry,Fandriana,Fandriana,Sites UNESCO,architecture;bois;sculptures,-20.25,47.4,Villages Zafimaniry,Facile,1.5,0,0.0,Toute l'année,4.4,0,tripadvisor,https://www.tripadvisor.com/Attraction_Review-g659311-d27093939-Reviews-Pays_Zafimaniry-Ambositra_Fianarantsoa_Province.html,Maisons traditionnelles aux sculptures complexes,Taxi puis marche,Artisanat local,2
107,Marché de zébus d'Ihosy,Ihosy,Ihosy,Villages traditionnels,marché;bétail;zébus,-22.4,46.1167,Marché à Ihosy,Facile,1.5,0,0.0,Toute l'année,4.3,0,tripadvisor,,Plus grand marché de bétail du Sud,Taxi ou marche,Jour de marché important,6
108,Culture Bara d'Iakora,Iakora,Iakora,Villages traditionnels,culture Bara;traditions;pastoralisme,-23.15,46.75,Village Bara,Moyenne,4.0,10000,1.8,Mai à septembre,4.5,0,tripadvisor,,Immersion dans les traditions du peuple Bara,4x4 puis guide,Respect des traditions,6
109,Forêt d'épines d'Ambovombe,Ambovombe,Ambovombe,Nature et parcs nationaux,forêt épineuse;écosystème;unique,-25.1784,46.0872,Forêt du sud profond,Moyenne,2.5,15000,2.7,Mai à septembre,4.4,0,tripadvisor,,Écosystème unique de forêt épineuse du Sud,4x4 depuis Ambovombe,Climat aride,6
110,Plage de Lokaro Taolanaro,Taolanaro,Fort-Dauphin,Plages et littoral,plage isolée;bateau;paradis,-25.1,46.9833,Plage sud-est,Difficile,4.0,20000,3.6,Avril à novembre,4.7,63,tripadvisor,https://www.tripadvisor.com/Attraction_Review-g1584026-d2439675-Reviews-Lokaro_Beach-Tolanaro_Toliara_Province.html,Plage isolée accessible uniquement par bateau,Bateau depuis Fort-Dauphin,Excursion journée,3
111,Lac Anony,Taolanaro,Fort-Dauphin,Volcanisme et lacs,lac salé;mer;cordon littoral,-25.0833,46.95,Lac près de Fort-Dauphin,Facile,1.5,0,0.0,Toute l'année,4.3,0,tripadvisor,,Lac salé relié à la mer par un cordon littoral,Taxi puis marche,Marée intéressante,6
112,Gare de Moramanga,Moramanga,Moramanga,Culture et histoire,gare;histoire;train,-18.95,48.2167,Gare de Moramanga,Facile,0.5,0,0.0,Toute l'année,4.1,0,tripadvisor,,Gare historique sur la ligne TCE,Taxi ou marche,Visite rapide,2
113,Musée de la gendarmerie de Moramanga,Moramanga,Moramanga,Culture et histoire,musée;gendarmerie;histoire,-18.95,48.2167,Musée à Moramanga,Facile,1.0,5000,0.9,Toute l'année,4.2,0,tripadvisor,https://www.tripadvisor.com/Attraction_Review-g1055382-d7070729-Reviews-Musee_de_la_Gendarmerie-Moramanga_Toamasina_Province.html,Musée retraçant l'histoire de la gendarmerie malgache,Taxi ou marche,Horaires limités,2
114,Port d'Ehoala,Taolanaro,Fort-Dauphin,Culture et histoire,port;moderne;industrie,-25.0318,46.9993,Port sud-est,Facile,1.0,0,0.0,Toute l'année,4.0,0,tripadvisor,,Port en eau profonde et projet industriel moderne,Taxi depuis Fort-Dauphin,Accès contrôlé,6
115,Plantations de sisal de Fort-Dauphin,Taolanaro,Fort-Dauphin,Culture et histoire,plantations;sisal;industrie,-25.05,46.9833,Plantations du sud,Facile,1.5,8000,1.4,Toute l'année,4.2,0,tripadvisor,,Vastes plantations et usine de transformation,Taxi depuis Fort-Dauphin,Visite usine possible,6
116,Lac Itasy,Arivonimamo,Arivonimamo,Volcanisme et lacs,lac;cratère;région volcanique,-19.0667,46.7833,Lac centre-ouest,Facile,4.0,0,0.0,Avril à novembre,4.3,3,tripadvisor,https://www.tripadvisor.com/Attraction_Review-g316105-d32907104-Reviews-Lac_Itasy-Ampefy_Antananarivo_Province.html,Lac de cratère et région volcanique,Taxi-brousse depuis Antananarivo,Pêche possible,2
117,Chute de la Lily,Arivonimamo,Arivonimamo,Aventure et randonnée,cascade;pittoresque;nature,-19.0333,46.8,Cascade près du lac Itasy,Facile,1.5,5000,0.9,Avril à novembre,4.4,0,tripadvisor,,Cascade pittoresque près du lac Itasy,Taxi puis marche,Saison des pluies plus beau,2
118,Volcan d'Itasy,Soavinandriana,Soavinandriana,Volcanisme et lacs,volcan;endormi;paysages lunaires,-19.1667,46.7333,Volcan centre-ouest,Moyenne,2.5,8000,1.4,Avril à décembre,4.3,0,tripadvisor,,Volcan endormi et paysages lunaires,Taxi puis randonnée,Chaussures de marche,2
119,Massif de Tsaratanana,Tsaratanana,Tsaratanana,Aventure et randonnée,massif;sommet;randonnée alpine,-16.7833,47.65,Plus haut sommet de Madagascar,Expert,,40000,7.2,Juillet à octobre,4.9,0,tripadvisor,,Plus haut sommet de Madagascar (Maromokotro),4x4 puis trekking,Trekking extrême,4
120,Pic Saint-Louis,Taolanaro,Fort-Dauphin,Aventure et randonnée,point de vue;panorama;ville,-25.05,46.9833,Colline près de Fort-Dauphin,Moyenne,2.0,5000,0.9,Avril à novembre,4.5,0,tripadvisor,https://www.tripadvisor.com/Attraction_Review-g1584026-d32843826-Reviews-Peak_Saint_Louis-Tolanaro_Toliara_Province.html,Point de vue panoramique sur Fort-Dauphin,Taxi puis randonnée,Chaleur,6
121,Plage de Libanona,Taolanaro,Fort-Dauphin,Plages et littoral,plage urbaine;baignade;ville,-25.0318,46.9993,Plage de Fort-Dauphin,Facile,2.5,0,0.0,Avril à novembre,4.4,0,tripadvisor,,Belle plage urbaine de Fort-Dauphin,Taxi ou marche,En ville,6
122,Rivière Tsiribihina,Miandrivazo,Miandrivazo,Aventure et randonnée,rivière;descente en chaland;paysages,-19.5333,45.4667,Rivière centre-ouest,Facile,,25000,4.5,Avril à octobre,4.8,0,tripadvisor,,Descente en chaland et paysages grandioses,Bateau depuis Miandrivazo,Croisière fluviale,3
123,Fleuve Onilahy,Betioky Sud,Betioky Sud,Géologie et paysages,fleuve;écosystèmes;rivière,-21.6667,45.1667,Fleuve sud-ouest,Facile,1.5,0,0.0,Avril à octobre,4.2,0,tripadvisor,,Grand fleuve du Sud-Ouest et écosystèmes riverains,Taxi depuis Betioky,Accès facile,6
124,Lac Alaotra,Ambatondrazaka,Ambatondrazaka,Volcanisme et lacs,lac;grenier à riz;plus grand lac,-17.5,48.6333,Plus grand lac de Madagascar,Facile,4.0,0,0.0,Avril à novembre,4.3,0,tripadvisor,,Plus grand lac de Madagascar et grenier à riz,Taxi-brousse depuis Ambatondrazaka,Paysages rizicoles,2
125,Rivière Nosivolo,Marolambo,Marolambo,Volcanisme et lacs,rivière;sacrée;biodiversité,-20.05,48.45,Rivière centre-est,Facile,2.5,12000,2.2,Juin à novembre,4.4,0,tripadvisor,,Rivière sacrée et site de biodiversité unique,Bateau puis marche,Site sacré,2
126,Oasis d'Amboasary Sud,Amboasary Sud,Amboasary Sud,Géologie et paysages,oasis;zone humide;agriculture,-25.0333,46.3833,Oasis du sud profond,Facile,2.0,8000,1.4,Mai à octobre,4.3,0,tripadvisor,,Zone humide en milieu aride et agriculture oasienne,Taxi depuis Amboasary,Contraste désert-verdure,6
127,Mines de saphirs de Benenitra,Benenitra,Benenitra,Culture et histoire,mines;saphirs;exploitation artisanale,-23.5833,45.1333,Mines du sud-ouest,Moyenne,1.5,0,0.0,Mai à septembre,4.2,0,tripadvisor,,Exploitation artisanale de pierres précieuses,Taxi depuis Benenitra,Sécurité,6
128,Paysages d'Antanimora,Antanimora Sud,Antanimora Sud,Géologie et paysages,paysages;semi-désertique;nouveau,-24.5,45.95,Nouveaux paysages du sud,Facile,1.5,0,0.0,Mai à septembre,4.3,0,tripadvisor,,Nouveaux paysages semi-désertiques du Sud,4x4 depuis Ambovombe,Récent,6
129,Randonnée spéléologique Tsingy Sud,Tsingy Sud,Antsalova,Aventure et randonnée,spéléologie;tsingy;exploration,-18.9,45.05,Nouvelles formations karstiques,Expert,8.0,35000,6.3,Juin à septembre,4.7,0,tripadvisor,,Exploration des nouvelles formations karstiques,4x4 puis guide spéléo,Très technique,3
130,Avenue of the Baobabs,Toliara Province,Morondava,Nature et parcs nationaux,"Baobabs, Icône naturelle, Sunset",-20.25,44.4167,Route de Morondava à Belon’i Tsiribihina,Facile,1.5,0,0.0,Mai à octobre,4.5,1200,TripAdvisor,https://www.tripadvisor.com/Attraction_Review-g298273-d1230499-Reviews-Avenue_of_the_Baobabs-Morondava_Toliara_Province.html,"Allée célèbre de baobabs centenaires, site iconique au coucher du soleil",Voiture ou taxi-brousse,Aucune,5
131,Lokobe Nature Special Reserve,Antsiranana Province,Nosy Be,Nature et parcs nationaux,"Réserve naturelle, Biodiversité",-13.4167,48.3167,"Sud de Nosy Be, forêt tropicale",Moyen,8.0,20000,4.0,Mai à octobre,4.5,650,TripAdvisor,https://www.tripadvisor.com/Attraction_Review-g479206-d614260-Reviews-Lokobe_Nature_Special_Reserve-Nosy_Be_Antsiranana_Province.html,"Réserve stricte avec biodiversité exceptionnelle, lémuriens et cascades",Bateau depuis Nosy Be,Randonnée physique,3
132,Nosy Sakatia,Antsiranana Province,Nosy Be,Plages et littoral,"Îles, Plages, Snorkeling",-13.4,48.25,Près de Nosy Be,Facile,4.0,15000,3.0,Mai à octobre,4.6,650,TripAdvisor,https://www.tripadvisor.com/Attraction_Review-g479206-d614260-Reviews-Nosy_Sakatia-Nosy_Be_Antsiranana_Province.html,"Île aux lémuriens et plages turquoises, idéal snorkeling",Bateau,Aucune,0
133,Nosy Tanikely,Antsiranana Province,Nosy Be,Plages et littoral,"Réserve marine, Snorkeling, Plongée",-13.5167,48.2333,Archipel de Nosy Be,Facile,4.0,25000,5.0,Mai à octobre,4.6,290,TripAdvisor,https://www.tripadvisor.com/Attraction_Review-g479206-d614260-Reviews-Nosy_Tanikely-Nosy_Be_Antsiranana_Province.html,Réserve marine paradisiaque pour snorkeling et plongée,Bateau,Aucune,0
134,Nosy Fanihy,Antsiranana Province,Nosy Be,Plages et littoral,"Îles, Plages sauvages",-13.65,47.6,Archipel de Nosy Be,Facile,4.0,30000,6.0,Mai à octobre,4.6,186,TripAdvisor,https://www.tripadvisor.com/Attraction_Review-g479206-d614260-Reviews-Nosy_Fanihy-Nosy_Be_Antsiranana_Province.html,Île double reliée par banc de sable à marée basse,Bateau,Marées variables,0
